class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
A,0.5056347846984863,0.3859821557998657,-0.6897904872894287,0.9999889135360718,0.5365558862686157,0.3223225772380829,-0.6214742064476013,0.9999794960021973,0.5551232099533081,0.3231443166732788,-0.6212128400802612,0.9999781847000122,0.5744944214820862,0.32370102405548096,-0.620995283126831,0.9999786615371704,0.4777544140815735,0.32240772247314453,-0.6029244661331177,0.99997878074646,0.4598429799079895,0.3232056796550751,-0.6018273234367371,0.9999754428863525,0.44107112288475037,0.3242703676223755,-0.601990818977356,0.9999769926071167,0.6110250949859619,0.3630337715148926,-0.21336409449577332,0.9999792575836182,0.42010125517845154,0.3606339693069458,-0.11656828969717026,0.9999831914901733,0.5459487438201904,0.45832014083862305,-0.5484967231750488,0.9999860525131226,0.4728778898715973,0.46100568771362305,-0.5233139991760254,0.9999858140945435,0.7487512230873108,0.6740496158599854,-0.10002775490283966,0.9997968077659607,0.31636738777160645,0.6611595749855042,0.07874759286642075,0.9997832179069519,0.9446159601211548,1.0272551774978638,-0.6623873710632324,0.9795494675636292,0.01572209596633911,0.9231008291244507,-0.5833073258399963,0.9866253137588501,0.7006121277809143,0.9244496822357178,-1.0871385335922241,0.9967986345291138,0.29426950216293335,0.7611450552940369,-1.3794989585876465,0.9841184616088867,0.6212394833564758,0.8521055579185486,-1.1910357475280762,0.9906439781188965,0.3592054843902588,0.7181976437568665,-1.5161195993423462,0.9517834186553955,0.6130889058113098,0.7788465023040771,-1.0180116891860962,0.9916794896125793,0.3985840678215027,0.6762769818305969,-1.3636691570281982,0.9557138085365295,0.6201283931732178,0.7988294959068298,-1.0293591022491455,0.9890984296798706,0.38048839569091797,0.698409914970398,-1.3412858247756958,0.9530912637710571,0.6643244028091431,1.4710984230041504,-0.1410394161939621,0.002771217143163085,0.3443715572357178,1.4731062650680542,0.14652381837368011,0.0020017893984913826,0.6562227606773376,2.182800054550171,-0.46557125449180603,0.0010681459680199623,0.35344651341438293,2.1902859210968018,0.286324143409729,0.0005592834786511958,0.6627511382102966,2.825787305831909,-0.20795878767967224,0.00015508288925047964,0.37651142477989197,2.8210504055023193,0.5490500926971436,8.867953511071391e-06,0.6786704063415527,2.9117279052734375,-0.22304818034172058,8.066592272371054e-05,0.37209320068359375,2.904042959213257,0.5580750107765198,2.831178244377952e-05,0.6067221164703369,3.014359474182129,-0.9272239804267883,7.190180622274056e-05,0.41016268730163574,3.026926279067993,-0.11510016769170761,6.87700230628252e-05
A,0.5069023370742798,0.38637030124664307,-0.6627534031867981,0.9999836683273315,0.5358710289001465,0.3234465420246124,-0.5909891724586487,0.9999676942825317,0.5553587675094604,0.32393959164619446,-0.5906510353088379,0.9999678134918213,0.5742329359054565,0.32428523898124695,-0.5903360247612,0.9999687671661377,0.47843724489212036,0.32584312558174133,-0.5741029381752014,0.999966025352478,0.4608922600746155,0.3276485204696655,-0.5730623006820679,0.9999624490737915,0.4431431293487549,0.3296074867248535,-0.5732940435409546,0.9999645948410034,0.6085181832313538,0.3628506660461426,-0.1857757419347763,0.9999680519104004,0.42196664214134216,0.37009525299072266,-0.10108190774917603,0.9999728202819824,0.5485261678695679,0.4558844566345215,-0.5233489274978638,0.9999750852584839,0.47615933418273926,0.462514191865921,-0.5017013549804688,0.999975323677063,0.7627255320549011,0.6850696206092834,-0.06578630208969116,0.9997544884681702,0.31373390555381775,0.6754580140113831,0.08231472969055176,0.9997058510780334,0.9410115480422974,1.0340726375579834,-0.6133190989494324,0.9749089479446411,0.012526452541351318,0.9234022498130798,-0.5833560824394226,0.9831163287162781,0.7036625146865845,0.9217350482940674,-1.026693344116211,0.9952928423881531,0.2931928038597107,0.7637956738471985,-1.3275622129440308,0.9760070443153381,0.6256103515625,0.852909505367279,-1.1285510063171387,0.9861587882041931,0.35280460119247437,0.7130524516105652,-1.4647765159606934,0.9295649528503418,0.6162080764770508,0.7840128540992737,-0.9625908136367798,0.9875475168228149,0.3868647813796997,0.6717944741249084,-1.3060883283615112,0.9342449903488159,0.624652087688446,0.8041959404945374,-0.9735260009765625,0.9839720726013184,0.37360602617263794,0.6997833251953125,-1.2883353233337402,0.9316007494926453,0.6651692986488342,1.4719436168670654,-0.1105286255478859,0.003400443121790886,0.340583860874176,1.4704582691192627,0.11634103953838348,0.002321880776435137,0.6549280285835266,2.1887660026550293,-0.4636990427970886,0.0010133653413504362,0.3424453139305115,2.188795566558838,0.18942169845104218,0.00048256537411361933,0.6621166467666626,2.839634656906128,-0.2250213921070099,9.596376912668347e-05,0.36507636308670044,2.8292183876037598,0.3847719132900238,6.129087523731869e-06,0.6768009662628174,2.927090644836426,-0.24149660766124725,5.391798913478851e-05,0.35968589782714844,2.913397789001465,0.3849124312400818,1.5630290363333188e-05,0.6067723631858826,3.0296812057495117,-0.9638760685920715,5.914737266721204e-05,0.40602463483810425,3.036423444747925,-0.30840200185775757,4.9458336434327066e-05
A,0.5118347406387329,0.3895425796508789,-0.6103558540344238,0.999995231628418,0.5409259796142578,0.3271409273147583,-0.5379645228385925,0.99998939037323,0.5583747029304504,0.3278965950012207,-0.5374881625175476,0.9999908208847046,0.5761494040489197,0.33008241653442383,-0.5369780659675598,0.9999896287918091,0.48521798849105835,0.32973146438598633,-0.5289551615715027,0.9999886751174927,0.4670409560203552,0.330978661775589,-0.5279967188835144,0.9999890327453613,0.44904908537864685,0.33318111300468445,-0.5281712412834167,0.9999880790710449,0.60666424036026,0.3696272671222687,-0.13966426253318787,0.9999890327453613,0.4258098006248474,0.3713175058364868,-0.09656140953302383,0.9999921321868896,0.550165593624115,0.4587189853191376,-0.4725942015647888,0.9999895095825195,0.47878608107566833,0.46544313430786133,-0.4620409607887268,0.9999915361404419,0.7454643845558167,0.6900613307952881,-0.010061148554086685,0.9998700618743896,0.3228887915611267,0.6722877025604248,0.04744475334882736,0.9998082518577576,0.9269159436225891,1.0151433944702148,-0.507290780544281,0.9772347211837769,0.01219022274017334,0.9211044907569885,-0.5642531514167786,0.9834834337234497,0.6960246562957764,0.9141247868537903,-0.9751814007759094,0.997645914554596,0.3043158948421478,0.7672953009605408,-1.2391806840896606,0.9838705062866211,0.6221890449523926,0.8459322452545166,-1.0844745635986328,0.9939269423484802,0.37942075729370117,0.709395706653595,-1.3698416948318481,0.9557929039001465,0.6173924207687378,0.7827683091163635,-0.9524954557418823,0.9946105480194092,0.4015652537345886,0.6630791425704956,-1.2270787954330444,0.9591928720474243,0.623615562915802,0.8043445348739624,-0.9369102716445923,0.9929174184799194,0.3854256272315979,0.6906310319900513,-1.2011845111846924,0.957172691822052,0.6599825024604797,1.4509260654449463,-0.05905476212501526,0.00435931421816349,0.33656546473503113,1.44810152053833,0.0651252493262291,0.0031715293880552053,0.6463289260864258,2.151778221130371,-0.3031008243560791,0.0006882130983285606,0.33470869064331055,2.1425583362579346,0.035027794539928436,0.00033130799420177937,0.6425524950027466,2.78102445602417,-0.02080005407333374,5.788854105048813e-05,0.34736281633377075,2.7699503898620605,0.1981043666601181,3.838673364953138e-06,0.6529408097267151,2.8668103218078613,-0.0315234512090683,4.1721603338373825e-05,0.3412347137928009,2.855645179748535,0.1928454339504242,8.480380529363174e-06,0.5886126160621643,2.970637798309326,-0.7065670490264893,4.778229049406946e-05,0.3851376175880432,2.96980619430542,-0.4888392984867096,2.869745367206633e-05
A,0.5086068511009216,0.38958609104156494,-0.6754628419876099,0.9999788999557495,0.5370319485664368,0.3255927264690399,-0.6030488014221191,0.9999619722366333,0.5553693175315857,0.32556426525115967,-0.602832555770874,0.9999632835388184,0.573320209980011,0.3258912265300751,-0.6025967001914978,0.9999648332595825,0.4807228147983551,0.3290961980819702,-0.5904156565666199,0.9999574422836304,0.4630560874938965,0.33060503005981445,-0.5893462896347046,0.9999525547027588,0.445203959941864,0.33238208293914795,-0.589620053768158,0.999953031539917,0.6087580919265747,0.36439037322998047,-0.184793621301651,0.9999653100967407,0.42371660470962524,0.3721139132976532,-0.12017412483692169,0.9999629259109497,0.549959659576416,0.4576960802078247,-0.5297802090644836,0.9999727010726929,0.47972115874290466,0.4628868103027344,-0.5141167640686035,0.9999686479568481,0.7576447129249573,0.6716546416282654,-0.0704130083322525,0.9997573494911194,0.3141788840293884,0.6701897978782654,0.04695584252476692,0.9995875954627991,0.9283674955368042,1.0277704000473022,-0.6512638330459595,0.9675365686416626,0.025400280952453613,0.9195815324783325,-0.6609140634536743,0.9763301610946655,0.7145422101020813,0.920475959777832,-1.1233443021774292,0.9955549836158752,0.2972301244735718,0.7617719173431396,-1.4498664140701294,0.9791978597640991,0.6326875686645508,0.8546227812767029,-1.235910415649414,0.9875538349151611,0.35202091932296753,0.7063928246498108,-1.5945639610290527,0.9414975047111511,0.6241799592971802,0.7829468846321106,-1.0777353048324585,0.9890762567520142,0.3845278024673462,0.6724480390548706,-1.4438142776489258,0.9453868865966797,0.6327992677688599,0.7997633218765259,-1.074011206626892,0.9856945872306824,0.37316858768463135,0.6943836808204651,-1.413894772529602,0.9414820671081543,0.672905445098877,1.4658794403076172,-0.10238881409168243,0.002785383490845561,0.3452499508857727,1.4668917655944824,0.10826210677623749,0.0019256767118349671,0.6669028997421265,2.1865830421447754,-0.47808772325515747,0.0007582338876090944,0.3499545454978943,2.186999559402466,0.15394659340381622,0.0003744913265109062,0.672232449054718,2.8414716720581055,-0.26166632771492004,6.732579640811309e-05,0.36794406175613403,2.8350372314453125,0.32683345675468445,5.3511835176323075e-06,0.6858471632003784,2.9279372692108154,-0.2799416482448578,4.018989420728758e-05,0.36043477058410645,2.9207513332366943,0.3248698115348816,1.1212950994377024e-05,0.6183157563209534,3.0336523056030273,-1.000254511833191,4.858672036789358e-05,0.41179537773132324,3.0402092933654785,-0.3668671250343323,4.763165634358302e-05
A,0.5164923667907715,0.38746631145477295,-0.6302559971809387,0.9999914169311523,0.5433586835861206,0.3247591257095337,-0.5543475151062012,0.9999836683273315,0.5604654550552368,0.32516029477119446,-0.55390864610672,0.9999841451644897,0.5785170793533325,0.3266448974609375,-0.5535087585449219,0.9999841451644897,0.4861142039299011,0.3291466534137726,-0.5463798642158508,0.9999821186065674,0.46702298521995544,0.33132684230804443,-0.5452789068222046,0.9999809265136719,0.44868913292884827,0.3345834016799927,-0.5454195141792297,0.9999817609786987,0.6081881523132324,0.3651900291442871,-0.13631847500801086,0.9999831914901733,0.42207545042037964,0.3740025758743286,-0.09675896912813187,0.9999873638153076,0.5549323558807373,0.4538523852825165,-0.4851457178592682,0.9999852180480957,0.4829590320587158,0.46374309062957764,-0.47566479444503784,0.9999866485595703,0.7498319149017334,0.6804708242416382,-0.01894909143447876,0.9998303651809692,0.32383668422698975,0.6714202761650085,0.03989125415682793,0.9997391104698181,0.9358357191085815,1.0294067859649658,-0.5562190413475037,0.9591381549835205,0.0074631571769714355,0.9289963245391846,-0.6053149700164795,0.9792646169662476,0.6860468983650208,0.921574056148529,-1.04497230052948,0.9941585063934326,0.30276867747306824,0.7678702473640442,-1.3017966747283936,0.9707320332527161,0.6145694255828857,0.8559988737106323,-1.1663234233856201,0.9862489104270935,0.3824930787086487,0.7134629487991333,-1.441535234451294,0.9241993427276611,0.6092901825904846,0.7943452596664429,-1.0240684747695923,0.9883971810340881,0.4077906608581543,0.6712433695793152,-1.2975751161575317,0.9327675700187683,0.6182540059089661,0.8145939707756042,-1.0054365396499634,0.9845259189605713,0.38916832208633423,0.697062611579895,-1.265568494796753,0.9287635087966919,0.6699097156524658,1.46970796585083,-0.076973557472229,0.0021696039475500584,0.3433942496776581,1.4717166423797607,0.08331650495529175,0.001645840355195105,0.652716875076294,2.194108724594116,-0.31053125858306885,0.0005455342470668256,0.338203102350235,2.1880955696105957,0.041558317840099335,0.00029015893233008683,0.6497560739517212,2.839261054992676,0.020230934023857117,3.832218862953596e-05,0.3575049936771393,2.8324480056762695,0.2135845124721527,2.7208131996303564e-06,0.661396861076355,2.9241044521331787,0.013484353199601173,2.5512614229228348e-05,0.35180947184562683,2.918335437774658,0.2106526792049408,6.772977030777838e-06,0.5941876769065857,3.0354676246643066,-0.6818647384643555,2.8382961318129674e-05,0.396916925907135,3.0395920276641846,-0.494753360748291,2.1371981347328983e-05
A,0.511499285697937,0.3881789445877075,-0.6210394501686096,0.9999934434890747,0.5405101776123047,0.3252056837081909,-0.5454363822937012,0.9999861717224121,0.5578030943870544,0.32581397891044617,-0.5449982285499573,0.9999865293502808,0.5759816765785217,0.32749584317207336,-0.5445746779441833,0.9999866485595703,0.4827576279640198,0.32777488231658936,-0.5351889729499817,0.9999864101409912,0.4641527533531189,0.3290208578109741,-0.5341318845748901,0.9999854564666748,0.44585782289505005,0.3309323489665985,-0.5343324542045593,0.9999865293502808,0.609515905380249,0.36786529421806335,-0.13653530180454254,0.9999850988388062,0.42243748903274536,0.37069442868232727,-0.08452560752630234,0.9999905824661255,0.5525056719779968,0.4567265510559082,-0.4807172417640686,0.9999879598617554,0.4800499975681305,0.461694598197937,-0.4680356979370117,0.9999898672103882,0.7497202157974243,0.6896020770072937,0.0021225283853709698,0.9998387098312378,0.3185490071773529,0.6787534356117249,0.06272389739751816,0.9998331069946289,0.9447951316833496,1.047201156616211,-0.5081559419631958,0.9608542323112488,-0.009200572967529297,0.9446200132369995,-0.5582343935966492,0.9849381446838379,0.6997146606445312,0.9313174486160278,-0.9784008264541626,0.9940094947814941,0.29774534702301025,0.7753501534461975,-1.2670246362686157,0.9788015484809875,0.6286575794219971,0.8637726306915283,-1.0877107381820679,0.985237181186676,0.3739306926727295,0.7262331247329712,-1.4052034616470337,0.9401299953460693,0.6209953427314758,0.7990951538085938,-0.9401041269302368,0.9873954653739929,0.39458250999450684,0.6813177466392517,-1.2512149810791016,0.945880115032196,0.6278443932533264,0.8192236423492432,-0.935285747051239,0.9833402037620544,0.37932807207107544,0.6981644034385681,-1.2273752689361572,0.9415973424911499,0.6578296422958374,1.4690104722976685,-0.07728002965450287,0.0020121042616665363,0.32734373211860657,1.465957522392273,0.08360398560762405,0.001550604123622179,0.6375737190246582,2.1867666244506836,-0.37919074296951294,0.0005015780916437507,0.31993862986564636,2.1806790828704834,0.0977972149848938,0.00027216732269153,0.6354607343673706,2.831731081008911,-0.10343899577856064,3.8796057197032496e-05,0.33733493089675903,2.8206543922424316,0.3008056581020355,2.604973133202293e-06,0.6464608311653137,2.918703556060791,-0.11624656617641449,2.420361306576524e-05,0.33130428194999695,2.905078172683716,0.3010023832321167,5.758273800893221e-06,0.5822616815567017,3.0232794284820557,-0.8251405954360962,3.210866270819679e-05,0.37950587272644043,3.0278265476226807,-0.40294742584228516,2.350092472624965e-05
A,0.5063178539276123,0.3879103660583496,-0.6430175304412842,0.9999914169311523,0.5370317697525024,0.32597780227661133,-0.5703941583633423,0.9999812841415405,0.5546969771385193,0.3262728452682495,-0.5700069069862366,0.9999809265136719,0.5724709033966064,0.3278217315673828,-0.5696150660514832,0.9999812841415405,0.4803883135318756,0.32859528064727783,-0.5547118186950684,0.9999812841415405,0.4627090394496918,0.32960832118988037,-0.5536510348320007,0.9999792575836182,0.4452435076236725,0.33100318908691406,-0.5538408756256104,0.9999805688858032,0.6063432693481445,0.36698687076568604,-0.16978752613067627,0.9999796152114868,0.42457494139671326,0.3692741394042969,-0.0858716145157814,0.9999858140945435,0.5481640696525574,0.4548596143722534,-0.5060185790061951,0.9999861717224121,0.47558730840682983,0.45958587527275085,-0.4843202531337738,0.9999867677688599,0.7474188804626465,0.6894565224647522,-0.04741043969988823,0.9998202919960022,0.32237687706947327,0.6757338047027588,0.08661223202943802,0.9998024106025696,0.9485592842102051,1.0264747142791748,-0.5693445801734924,0.9725148677825928,-0.008115947246551514,0.9373065829277039,-0.5418837070465088,0.9875549674034119,0.6962652206420898,0.9310144782066345,-0.9906973838806152,0.9959903359413147,0.2972654700279236,0.7660176753997803,-1.2650260925292969,0.9821255207061768,0.6202186346054077,0.8564014434814453,-1.0953117609024048,0.9884284138679504,0.3722110688686371,0.7035243511199951,-1.4003199338912964,0.9437815546989441,0.6159013509750366,0.7949568033218384,-0.9336763620376587,0.9897168278694153,0.391867995262146,0.6620729565620422,-1.241729497909546,0.9481046199798584,0.6229315996170044,0.8154646754264832,-0.9400628805160522,0.9867199063301086,0.37851572036743164,0.6866276860237122,-1.2240861654281616,0.9458122849464417,0.6556336283683777,1.461763620376587,-0.11100678145885468,0.0026288556400686502,0.3272925317287445,1.461672306060791,0.11709551513195038,0.0019431860418990254,0.639019250869751,2.1681432723999023,-0.4253271222114563,0.0005876530194655061,0.32587194442749023,2.1683237552642822,0.24325112998485565,0.00027262233197689056,0.6390457153320312,2.801555871963501,-0.1419549584388733,5.487985254148953e-05,0.3425970673561096,2.792379140853882,0.5473504066467285,2.865691158149275e-06,0.6510037183761597,2.886417865753174,-0.15431855618953705,2.879205385397654e-05,0.33729031682014465,2.8756649494171143,0.5597320795059204,8.115640412142966e-06,0.5838961005210876,2.9953160285949707,-0.8757103085517883,3.032484346476849e-05,0.38134151697158813,2.9992756843566895,-0.1373782902956009,2.7294068786432035e-05
A,0.5031641721725464,0.38490092754364014,-0.6560953259468079,0.9999891519546509,0.5362760424613953,0.3235523998737335,-0.5777752995491028,0.9999784231185913,0.5559934377670288,0.32489240169525146,-0.5774001479148865,0.9999773502349854,0.574730634689331,0.3259347677230835,-0.5770614743232727,0.9999786615371704,0.4775128960609436,0.32417571544647217,-0.5606972575187683,0.9999784231185913,0.4583277702331543,0.3247235119342804,-0.5597288608551025,0.9999761581420898,0.44127732515335083,0.3252808749675751,-0.5599055290222168,0.9999783039093018,0.6104229688644409,0.3641732931137085,-0.16645273566246033,0.9999774694442749,0.4239315092563629,0.3629850149154663,-0.07733039557933807,0.9999836683273315,0.5485057234764099,0.4541969299316406,-0.5165575742721558,0.9999841451644897,0.4719425141811371,0.4579547643661499,-0.49343594908714294,0.9999837875366211,0.7576488256454468,0.6872355937957764,-0.05024421960115433,0.9998507499694824,0.31508341431617737,0.6805185675621033,0.0971309170126915,0.9998103976249695,0.9563183784484863,1.045191764831543,-0.5928446054458618,0.9705324769020081,-0.007640719413757324,0.9408479332923889,-0.5526331663131714,0.9861164689064026,0.7062759399414062,0.9319528341293335,-1.0255171060562134,0.9936472773551941,0.29494085907936096,0.7724838256835938,-1.3103564977645874,0.9802014231681824,0.6300386190414429,0.8614643216133118,-1.1346302032470703,0.9815952777862549,0.37215614318847656,0.7250064015388489,-1.447617530822754,0.9383749961853027,0.6216393709182739,0.7985535860061646,-0.9590999484062195,0.9839804172515869,0.3948187232017517,0.6796404719352722,-1.2926628589630127,0.9438976049423218,0.6299971342086792,0.8198140859603882,-0.9697311520576477,0.9792520403862,0.3796657919883728,0.7003942728042603,-1.270987868309021,0.9419273138046265,0.6630589365959167,1.4573609828948975,-0.12686844170093536,0.002183983800932765,0.33540117740631104,1.4549955129623413,0.13305701315402985,0.0016286264872178435,0.6426215767860413,2.1851916313171387,-0.4268142580986023,0.0005578604177571833,0.3292367458343506,2.1803009510040283,0.21105289459228516,0.00023859745124354959,0.646967351436615,2.8361549377441406,-0.09946244955062866,4.4845590309705585e-05,0.3503483831882477,2.821300745010376,0.46591082215309143,2.400253606538172e-06,0.6621376872062683,2.9247283935546875,-0.10771399736404419,2.3386390239465982e-05,0.3454301953315735,2.9047927856445312,0.47255998849868774,6.381414550560294e-06,0.5925129652023315,3.0228095054626465,-0.8333245515823364,2.517094435461331e-05,0.3880317807197571,3.031947612762451,-0.2392735779285431,2.0445475456654094e-05
A,0.5093386769294739,0.3840363323688507,-0.6259008049964905,0.9999904632568359,0.5394027829170227,0.3221780061721802,-0.5496276617050171,0.9999802112579346,0.5573036074638367,0.3227146863937378,-0.5493440628051758,0.999980092048645,0.5747414231300354,0.32317304611206055,-0.5489458441734314,0.9999812841415405,0.4819367527961731,0.323771595954895,-0.5404804348945618,0.9999802112579346,0.4635409712791443,0.32472944259643555,-0.539496898651123,0.9999778270721436,0.44591814279556274,0.325393408536911,-0.539759635925293,0.9999796152114868,0.609650731086731,0.3602781295776367,-0.14160595834255219,0.9999780654907227,0.4240108132362366,0.36412107944488525,-0.09195069223642349,0.9999849796295166,0.5511283278465271,0.45287540555000305,-0.48565202951431274,0.999984622001648,0.47799521684646606,0.4569464921951294,-0.4741474688053131,0.9999853372573853,0.7525153160095215,0.6773873567581177,0.008138719014823437,0.9998869895935059,0.31758707761764526,0.6791069507598877,0.07875996828079224,0.9997978806495667,0.9454851150512695,1.0318713188171387,-0.5048947334289551,0.9721611142158508,-0.0042906999588012695,0.9429188966751099,-0.5440070033073425,0.9877052307128906,0.7153772115707397,0.926356315612793,-0.9910082817077637,0.9954985976219177,0.28252455592155457,0.7692269086837769,-1.2803447246551514,0.9829168915748596,0.6428384184837341,0.857650637626648,-1.098972201347351,0.9869489073753357,0.35976529121398926,0.712634801864624,-1.4157496690750122,0.9430846571922302,0.630224883556366,0.7931588292121887,-0.9351385831832886,0.9886212944984436,0.37735480070114136,0.6657260656356812,-1.258965253829956,0.9473209977149963,0.6378943920135498,0.8141638040542603,-0.9398741722106934,0.9845238327980042,0.36421340703964233,0.6882871985435486,-1.2392300367355347,0.9441130757331848,0.6643412709236145,1.430525541305542,-0.08921831101179123,0.002293985104188323,0.33791619539260864,1.4365489482879639,0.09526608884334564,0.0016597021603956819,0.6564616560935974,2.1371734142303467,-0.408782422542572,0.0006844830932095647,0.34203046560287476,2.1405932903289795,0.1398164927959442,0.00028497158200480044,0.664471447467804,2.774489402770996,-0.13276173174381256,4.539527071756311e-05,0.36583685874938965,2.7679450511932373,0.3558424413204193,3.185489731549751e-06,0.6769912838935852,2.8600049018859863,-0.1443464756011963,2.4456026949337684e-05,0.3604452610015869,2.850069999694824,0.3603707253932953,7.186699804151431e-06,0.6171746253967285,2.964507579803467,-0.8446800112724304,3.02134776575258e-05,0.4123407006263733,2.9721009731292725,-0.32341745495796204,2.85071182588581e-05
A,0.5057775378227234,0.38971662521362305,-0.6274508833885193,0.9999879598617554,0.5366652607917786,0.3232688903808594,-0.5542174577713013,0.9999747276306152,0.5558704137802124,0.32292282581329346,-0.5539097189903259,0.9999743700027466,0.5745726227760315,0.32225486636161804,-0.5535178184509277,0.999975323677063,0.47757405042648315,0.32671868801116943,-0.5391056537628174,0.9999758005142212,0.4589942991733551,0.3284158706665039,-0.5381752848625183,0.9999740123748779,0.4419144093990326,0.32992851734161377,-0.5384396314620972,0.9999762773513794,0.6102393269538879,0.35812222957611084,-0.15659935772418976,0.9999738931655884,0.4226715564727783,0.3680382966995239,-0.07830340415239334,0.9999812841415405,0.5502631664276123,0.458188533782959,-0.4914819300174713,0.9999808073043823,0.4766642451286316,0.46387413144111633,-0.4717012345790863,0.999982476234436,0.7637650966644287,0.6843921542167664,-0.02099120244383812,0.9998509883880615,0.3198360800743103,0.6673380732536316,0.10116276890039444,0.9997757077217102,0.9501417875289917,1.0431866645812988,-0.4870836138725281,0.9768358469009399,0.005124151706695557,0.9378871917724609,-0.501449704170227,0.98731529712677,0.7153038382530212,0.935163676738739,-0.8680726885795593,0.9935123324394226,0.2916134297847748,0.7751447558403015,-1.2201181650161743,0.977837860584259,0.6356672644615173,0.8600975275039673,-0.9623882174491882,0.9810135960578918,0.367853045463562,0.7241476774215698,-1.3504304885864258,0.9308200478553772,0.630102276802063,0.7887941002845764,-0.800495982170105,0.9833248853683472,0.38956743478775024,0.6763726472854614,-1.1976208686828613,0.9346668720245361,0.6380535960197449,0.8104478120803833,-0.8146278262138367,0.9780914187431335,0.3759763240814209,0.6983029842376709,-1.1811485290527344,0.9315003752708435,0.6635324358940125,1.4616799354553223,-0.10895552486181259,0.0022908486425876617,0.339059054851532,1.46662175655365,0.11491130292415619,0.0016551645239815116,0.6496162414550781,2.167468309402466,-0.42379918694496155,0.0007472755387425423,0.3370285630226135,2.167792320251465,0.13321468234062195,0.0003544750506989658,0.6536820530891418,2.8069868087768555,-0.15309642255306244,6.789489998482168e-05,0.3589674234390259,2.7982516288757324,0.3049255907535553,5.575174782279646e-06,0.6673369407653809,2.892587900161743,-0.16563299298286438,3.6699511838378385e-05,0.3535597622394562,2.8831868171691895,0.3041302263736725,1.1906874533451628e-05,0.6020878553390503,2.9999074935913086,-0.8597922325134277,5.117115506436676e-05,0.4034191071987152,3.001523017883301,-0.3710510730743408,4.388305387692526e-05
